,blockLot,fullAddress,neighborhood,councilDistrict,policeDistrict,Location 1,lat,long
3876,3884 025,3405 BARCLAY ST,OAKENSHAWE,14.0,NORTHERN,"(39.32972344, -76.61075529)",39.32972344,-76.61075529
3877,2.30E+33,0,ALLENDALE,8.0,SOUTHWESTERN,"(39.28967082, -76.67866849)",39.28967082,-76.67866849
3878,1099B112,1833 AIKEN ST,OLIVER,12.0,EASTERN,"(39.31139587, -76.60039199)",39.31139587,-76.60039199
3879,0949 033,1123 S HANOVER ST,FEDERAL HILL,11.0,SOUTHERN,"(39.27625104, -76.6151633)",39.27625104,-76.6151633
3880,6570 068,4627 DILLON PL,GREEKTOWN,1.0,SOUTHEASTERN,"(39.28221814, -76.55640302)",39.28221814,-76.55640302
3881,0412 055A,0,UPTON,11.0,CENTRAL,"(39.29892982, -76.63179567)",39.29892982,-76.63179567
3882,0164 013,219 N FULTON AVE,FRANKLIN SQUARE,9.0,WESTERN,"(39.29143316, -76.64508077)",39.29143316,-76.64508077
3883,8265 025,0,HOWARD PARK,5.0,NORTHWESTERN,"(39.33723061, -76.70015927)",39.33723061,-76.70015927
3884,3007 005,1906 BRADDISH AVE,WALBROOK,7.0,SOUTHWESTERN,"(39.30995348, -76.66142523)",39.30995348,-76.66142523
3885,1636 009,617 N CASTLE ST,CARE,13.0,EASTERN,"(39.29786325, -76.58841594)",39.29786325,-76.58841594
3886,1339 014,1251 E FAYETTE ST,JONESTOWN,12.0,SOUTHEASTERN,"(39.29216884, -76.60007166)",39.29216884,-76.60007166
3887,0571 041,0,POPPLETON,11.0,CENTRAL,"(39.29285309, -76.63012003)",39.29285309,-76.63012003
3888,3014 013,3027 CLIFTON AVE,WALBROOK,7.0,SOUTHWESTERN,"(39.3108717, -76.66923523)",39.3108717,-76.66923523
3889,8434A007,1901 RIDGETOP ROAD,FRANKLINTOWN,8.0,SOUTHWESTERN,"(39.30799948, -76.69657795)",39.30799948,-76.69657795
3890,7874A014,1922 MAISEL ST,SAINT PAUL,10.0,SOUTHERN,"(39.26987797, -76.64720021)",39.26987797,-76.64720021
3891,2150 011,2228 FREDERICK AVE,SHIPLEY HILL,9.0,SOUTHWESTERN,"(39.28515672, -76.65240461)",39.28515672,-76.65240461
3892,0037 087,1386 N STOCKTON ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30536822, -76.63850883)",39.30536822,-76.63850883
3893,1920 057,1128 KEY HWY,RIVERSIDE,11.0,SOUTHERN,"(39.27685713, -76.60655198)",39.27685713,-76.60655198
3894,1608 001,801 N MONTFORD AVE,MILTON-MONTFORD,13.0,EASTERN,"(39.29996441, -76.58354119)",39.29996441,-76.58354119
3895,4041 030,611 BARTLETT AVE,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31684673, -76.60772447)",39.31684673,-76.60772447
3896,1635 034,600 N CASTLE ST,CARE,13.0,EASTERN,"(39.29775743, -76.58888317)",39.29775743,-76.58888317
3897,2308 019,1809 THOMAS AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30863785, -76.65784914)",39.30863785,-76.65784914
3898,0113 016,630 N CARROLLTON AVE,HARLEM PARK,9.0,WESTERN,"(39.29634688, -76.63746741)",39.29634688,-76.63746741
3899,4218P055,0,FALLSTAFF,5.0,NORTHWESTERN,"(39.36124949, -76.7042665)",39.36124949,-76.7042665
3900,4812 014,4501 PIMLICO ROAD,PARKLANE,6.0,NORTHERN,"(39.34207606, -76.66618029)",39.34207606,-76.66618029
3901,2755 038,0,CONCERNED CITIZENS OF FOREST PARK,6.0,NORTHWESTERN,"(39.32198876, -76.68169396)",39.32198876,-76.68169396
3902,3347F057,0,GREENSPRING,6.0,NORTHERN,"(39.33877414, -76.66244911)",39.33877414,-76.66244911
3903,7385 008,3815 4TH AVE,FAIRFIELD AREA,10.0,SOUTHERN,"(39.22988309, -76.56883287)",39.22988309,-76.56883287
3904,1167 027,1125 BRENTWOOD AVE,JOHNSTON SQUARE,12.0,EASTERN,"(39.30339984, -76.6093671)",39.30339984,-76.6093671
3905,0409 025,103 E LAFAYETTE AVE,CHARLES NORTH,12.0,CENTRAL,"(39.30967483, -76.61464493)",39.30967483,-76.61464493
3906,6811 028,0,BROENING MANOR,1.0,SOUTHEASTERN,"(39.27401646, -76.54183951)",39.27401646,-76.54183951
3907,4867 015,0,WYNDHURST,6.0,NORTHERN,"(39.35983677, -76.62893599)",39.35983677,-76.62893599
3908,5134 026,0,BELVEDERE,4.0,NORTHERN,"(39.36363825, -76.60699497)",39.36363825,-76.60699497
3909,7364 017,3334 FAIRFIELD ROAD,FAIRFIELD AREA,10.0,SOUTHERN,"(39.2372047, -76.57959344)",39.2372047,-76.57959344
3910,0946 023A,0,SHARP-LEADENHALL,11.0,SOUTHERN,"(39.2775213, -76.61873759)",39.2775213,-76.61873759
3911,2537 014,311 S AUGUSTA AVE,IRVINGTON,8.0,SOUTHWESTERN,"(39.28082377, -76.68428106)",39.28082377,-76.68428106
3912,2167B010,2600 W FAYETTE ST,SHIPLEY HILL,9.0,SOUTHWESTERN,"(39.28900972, -76.65909851)",39.28900972,-76.65909851
3913,0396 067,1326 ETTING ST,UPTON,11.0,CENTRAL,"(39.30204249, -76.6298473)",39.30204249,-76.6298473
3914,0325 014A,268 ROBERT ST,BOLTON HILL,11.0,CENTRAL,"(39.30959364, -76.63083874)",39.30959364,-76.63083874
3915,7491 008,0,LAKELAND,10.0,SOUTHERN,"(39.25780786, -76.64869384)",39.25780786,-76.64869384
3916,2872 023A,2500 TALBOT ROAD,WEST FOREST PARK,8.0,NORTHWESTERN,"(39.31426933, -76.68695692)",39.31426933,-76.68695692
3917,8265 028,0,HOWARD PARK,5.0,NORTHWESTERN,"(39.3371099, -76.70001491)",39.3371099,-76.70001491
3918,1568 038,2058 E EAGER ST,MIDDLE EAST,13.0,EASTERN,"(39.3023042, -76.58834993)",39.3023042,-76.58834993
3919,4511 021,3600 HAYWARD AVE,ARLINGTON,5.0,NORTHWESTERN,"(39.3483059, -76.681842)",39.3483059,-76.681842
3920,0169 001,1220 W LEXINGTON ST,POPPLETON,9.0,WESTERN,"(39.29109576, -76.63771352)",39.29109576,-76.63771352
3921,1945 071B,0,LOCUST POINT INDUSTRIAL AREA,11.0,SOUTHERN,"(39.26883245, -76.60506356)",39.26883245,-76.60506356
3922,8281 003,0,HOWARD PARK,5.0,NORTHWESTERN,"(39.33391145, -76.70278045)",39.33391145,-76.70278045
3923,0043 001,1201 N GILMOR ST,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30248733, -76.64292242)",39.30248733,-76.64292242
3924,1452 003,1804 N GAY ST,BROADWAY EAST,12.0,EASTERN,"(39.31140873, -76.58566489)",39.31140873,-76.58566489
3925,1150 062,1308 N DALLAS ST,OLIVER,12.0,EASTERN,"(39.30565881, -76.59747919)",39.30565881,-76.59747919
3926,8245 004,3720 GWYNN OAK AVE,HOWARD PARK,5.0,NORTHWESTERN,"(39.33472943, -76.69447054)",39.33472943,-76.69447054
3927,0329 046,1801 DRUID HILL AVE,DRUID HEIGHTS,11.0,CENTRAL,"(39.3061546, -76.63330892)",39.3061546,-76.63330892
3928,6993 027,0,SAINT HELENA,1.0,SOUTHEASTERN,"(39.25877645, -76.53173195)",39.25877645,-76.53173195
3929,7525 003,0,LAKELAND,10.0,SOUTHERN,"(39.25229213, -76.65217387)",39.25229213,-76.65217387
3930,0073 020,1709 MOSHER ST,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.2997002, -76.64501224)",39.2997002,-76.64501224
3931,1456 116,1725 TERRELL PL,BROADWAY EAST,12.0,EASTERN,"(39.31011288, -76.59358676)",39.31011288,-76.59358676
3932,0313 042,2033 PENNSYLVANIA AVE,UPTON,11.0,CENTRAL,"(39.3064883, -76.63788303)",39.3064883,-76.63788303
3933,3357D007,4211 CLARKDALE ROAD,WOODBERRY,6.0,NORTHERN,"(39.33919918, -76.6538027)",39.33919918,-76.6538027
3934,2902 007A,0,FOREST PARK,6.0,NORTHWESTERN,"(39.325325, -76.67811063)",39.325325,-76.67811063
3935,0432 044,606 W HOFFMAN ST,UPTON,11.0,CENTRAL,"(39.29833683, -76.62934519)",39.29833683,-76.62934519
3936,4493 060A,0,MOUNT WASHINGTON,5.0,NORTHERN,"(39.36045962, -76.67330597)",39.36045962,-76.67330597
3937,3447 027B,907 WHITELOCK ST,RESERVOIR HILL,7.0,CENTRAL,"(39.31416032, -76.63423548)",39.31416032,-76.63423548
3938,1237 049,725 HARFORD AVE,OLDTOWN,12.0,EASTERN,"(39.29863044, -76.60521991)",39.29863044,-76.60521991
3939,0262 055,232 S GILMOR ST,NEW SOUTHWEST/MOUNT CLARE,9.0,SOUTHERN,"(39.28467586, -76.64239649)",39.28467586,-76.64239649
3940,0181 051,1520 VINE ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.29028639, -76.64199855)",39.29028639,-76.64199855
3941,0031 052,1303 N MONROE ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30351038, -76.64719528)",39.30351038,-76.64719528
3942,7772 051B,2500 GEORGETOWN ROAD,MORRELL PARK,10.0,SOUTHWESTERN,"(39.26956672, -76.65721616)",39.26956672,-76.65721616
3943,0066 023,1009 N CARROLLTON AVE,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30057926, -76.63717221)",39.30057926,-76.63717221
3944,2700 004,4718 GARRISON BLVD,WEST ARLINGTON,6.0,NORTHWESTERN,"(39.34031269, -76.68443233)",39.34031269,-76.68443233
3945,4426A052,0,WOODMERE,5.0,NORTHWESTERN,"(39.34937967, -76.68996404)",39.34937967,-76.68996404
3946,7475 085,0,MORRELL PARK,10.0,SOUTHWESTERN,"(39.2591735, -76.65296171)",39.2591735,-76.65296171
3947,6019P046,5533 RITTER AVE,FRANKFORD,2.0,NORTHEASTERN,"(39.33892697, -76.5298804)",39.33892697,-76.5298804
3948,3971G060,1125 SPRINGFIELD AVE,ORIGINAL NORTHWOOD,3.0,NORTHEASTERN,"(39.34306338, -76.59787401)",39.34306338,-76.59787401
3949,5018 005A,110 GOODALE ROAD,HOMELAND,4.0,NORTHERN,"(39.35559761, -76.62207042)",39.35559761,-76.62207042
3950,1725 078,25 N PORT ST,PATTERSON PLACE,1.0,SOUTHEASTERN,"(39.292715, -76.58247505)",39.292715,-76.58247505
3951,0393 079C,1328 SHIELDS PL,UPTON,11.0,CENTRAL,"(39.29972598, -76.63279535)",39.29972598,-76.63279535
3952,4171 004,2206 E NORTH AVE,SOUTH CLIFTON PARK,12.0,EASTERN,"(39.31271806, -76.58723279)",39.31271806,-76.58723279
3953,3718 006,3903 SAINT PAUL ST,GUILFORD,14.0,NORTHERN,"(39.33707238, -76.61456257)",39.33707238,-76.61456257
3954,6050 124,0,FRANKFORD,2.0,NORTHEASTERN,"(39.32337821, -76.53621215)",39.32337821,-76.53621215
3955,3347 037,2537 OSWEGO AVE,GREENSPRING,6.0,NORTHERN,"(39.33648154, -76.66025486)",39.33648154,-76.66025486
3956,1169 067,1124 PROCTOR ST,JOHNSTON SQUARE,12.0,EASTERN,"(39.30338469, -76.60730767)",39.30338469,-76.60730767
3957,8125 004,0,IRVINGTON,8.0,SOUTHWESTERN,"(39.28190155, -76.69006659)",39.28190155,-76.69006659
3958,4149B080A,0,BELAIR-EDISON,3.0,NORTHEASTERN,"(39.32524632, -76.57638962)",39.32524632,-76.57638962
3959,2145B002,431 MILLINGTON AVE,MILLHILL,9.0,SOUTHWESTERN,"(39.28057647, -76.65639409)",39.28057647,-76.65639409
3960,2908 005A,0,FOREST PARK,6.0,NORTHWESTERN,"(39.3238817, -76.67880486)",39.3238817,-76.67880486
3961,6220 042B,0,PULASKI INDUSTRIAL AREA,2.0,NORTHEASTERN,"(39.31654291, -76.53132778)",39.31654291,-76.53132778
3962,4132 055,1555 ABBOTSTON ST,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32308022, -76.59517812)",39.32308022,-76.59517812
3963,0359 028,1556 ARGYLE AVE,UPTON,11.0,CENTRAL,"(39.30213994, -76.63503049)",39.30213994,-76.63503049
3964,4066 006,622 SAINT ANNS AVE,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31789015, -76.60594354)",39.31789015,-76.60594354
3965,0328 026,509 ROBERT ST,DRUID HEIGHTS,11.0,CENTRAL,"(39.30628255, -76.63460672)",39.30628255,-76.63460672
3966,7882 011,2216 BERLIN ST,SAINT PAUL,10.0,SOUTHERN,"(39.26932422, -76.64518795)",39.26932422,-76.64518795
3967,2315 010,1621 THOMAS AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30676112, -76.65771796)",39.30676112,-76.65771796
3968,6042 042,0,FRANKFORD,2.0,NORTHEASTERN,"(39.33617798, -76.54660212)",39.33617798,-76.54660212
3969,1108 026,1509 E LAFAYETTE AVE,OLIVER,12.0,EASTERN,"(39.31035498, -76.59758336)",39.31035498,-76.59758336
3970,5405 076,0,HAMILTON HILLS,3.0,NORTHEASTERN,"(39.35866611, -76.57294564)",39.35866611,-76.57294564
3971,3250 010,2718 REISTERSTOWN ROAD,LIBERTY SQUARE,7.0,NORTHWESTERN,"(39.31918712, -76.65351752)",39.31918712,-76.65351752
3972,0274 051,311 S PAYSON ST,CARROLLTON RIDGE,9.0,SOUTHERN,"(39.28389178, -76.64813047)",39.28389178,-76.64813047
3973,5386 023,0,LAURAVILLE,3.0,NORTHEASTERN,"(39.35304308, -76.56892526)",39.35304308,-76.56892526
3974,2755 040D,0,CONCERNED CITIZENS OF FOREST PARK,6.0,NORTHWESTERN,"(39.32260162, -76.68186335)",39.32260162,-76.68186335
3975,1902F001B,2999 BOSTON ST,CANTON,1.0,SOUTHEASTERN,"(39.2774664, -76.57359834)",39.2774664,-76.57359834
3976,1342 059,1400 E FAIRMOUNT AVE,WASHINGTON HILL,12.0,SOUTHEASTERN,"(39.29228065, -76.59834159)",39.29228065,-76.59834159
3977,4756B107,0,COLDSPRING,6.0,NORTHERN,"(39.34998846, -76.65700292)",39.34998846,-76.65700292
3978,0291 073,403 S ADDISON ST,CARROLLTON RIDGE,9.0,SOUTHERN,"(39.28283633, -76.64560222)",39.28283633,-76.64560222
3979,7000 019,0,HAWKINS POINT,10.0,SOUTHERN,"(39.20962783, -76.56899793)",39.20962783,-76.56899793
3980,4109 004,0,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32185706, -76.59957493)",39.32185706,-76.59957493
3981,5582 002A,4109 CHESLEY AVE,OVERLEA,2.0,NORTHEASTERN,"(39.35816198, -76.52970718)",39.35816198,-76.52970718
3982,1621 081,701 N DUNCAN ST,MIDDLE EAST,13.0,EASTERN,"(39.29903024, -76.5871626)",39.29903024,-76.5871626
3983,2311 002,1802 THOMAS AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30847865, -76.65838038)",39.30847865,-76.65838038
3984,1568 062,2010 E EAGER ST,MIDDLE EAST,13.0,EASTERN,"(39.30225902, -76.58946482)",39.30225902,-76.58946482
3985,4983G041,0,HOMELAND,4.0,NORTHERN,"(39.36268646, -76.61664305)",39.36268646,-76.61664305
3986,7958 076,0,ROGNEL HEIGHTS,8.0,SOUTHWESTERN,"(39.29556476, -76.69192996)",39.29556476,-76.69192996
3987,0042 084,1618 RIGGS AVE,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30122622, -76.6440063)",39.30122622,-76.6440063
3988,1473 073,1616 N MONTFORD AVE,BROADWAY EAST,13.0,EASTERN,"(39.30955453, -76.58462961)",39.30955453,-76.58462961
3989,0158 034A,0,POPPLETON,9.0,WESTERN,"(39.29329144, -76.63183864)",39.29329144,-76.63183864
3990,0185 051,107 N CARROLLTON AVE,POPPLETON,9.0,WESTERN,"(39.29021713, -76.63660151)",39.29021713,-76.63660151
3991,4048A042,3626 OLD YORK ROAD,WAVERLY,14.0,NORTHERN,"(39.33285712, -76.60805841)",39.33285712,-76.60805841
3992,2814 006,0,MOUNT HOLLY,7.0,SOUTHWESTERN,"(39.31347252, -76.67973101)",39.31347252,-76.67973101
3993,3325 017,3532 PARK HEIGHTS AVE,PARK CIRCLE,6.0,NORTHWESTERN,"(39.32909913, -76.65915822)",39.32909913,-76.65915822
3994,3357I015,0,WOODBERRY,6.0,NORTHERN,"(39.33922344, -76.65533572)",39.33922344,-76.65533572
3995,7380 013,3722 LEO ST,FAIRFIELD AREA,10.0,SOUTHERN,"(39.23061539, -76.56871222)",39.23061539,-76.56871222
3996,0232 050,28 S CAREY ST,UNION SQUARE,9.0,SOUTHERN,"(39.28717189, -76.63832312)",39.28717189,-76.63832312
3997,1517 084,2005 ELLSWORTH ST,BROADWAY EAST,13.0,EASTERN,"(39.30595249, -76.58955073)",39.30595249,-76.58955073
3998,1343 051,0,WASHINGTON HILL,12.0,SOUTHEASTERN,"(39.2918463, -76.59849079)",39.2918463,-76.59849079
3999,4.78E+24,5106 FALLS ROAD,CROSS KEYS,6.0,NORTHERN,"(39.35628682, -76.64476331)",39.35628682,-76.64476331
4000,0327 028,549 ROBERT ST,UPTON,11.0,CENTRAL,"(39.30547174, -76.63568001)",39.30547174,-76.63568001
4001,4483 011,5602 WOODCREST AVE,MOUNT WASHINGTON,5.0,NORTHERN,"(39.35661597, -76.67624124)",39.35661597,-76.67624124
4002,2528 014,0,GWYNNS FALLS/LEAKIN PARK,8.0,SOUTHWESTERN,"(39.2973057, -76.67349177)",39.2973057,-76.67349177
4003,1138 092,1610 LLEWELYN AVE,OLIVER,12.0,EASTERN,"(39.30705222, -76.59574578)",39.30705222,-76.59574578
4004,8393G024L,2707 HILLSDALE ROAD,WEST FOREST PARK,8.0,NORTHWESTERN,"(39.31738359, -76.70170231)",39.31738359,-76.70170231
4005,8028 013A,604 BRAESIDE ROAD,WESTGATE,8.0,SOUTHWESTERN,"(39.28833693, -76.71115698)",39.28833693,-76.71115698
4006,1568 025,2025 E CHASE ST,MIDDLE EAST,13.0,EASTERN,"(39.30323076, -76.58906429)",39.30323076,-76.58906429
4007,1111 113,409 E LANVALE ST,GREENMOUNT WEST,12.0,EASTERN,"(39.30879459, -76.61041229)",39.30879459,-76.61041229
4008,0320 022,1937 PENNSYLVANIA AVE,UPTON,11.0,CENTRAL,"(39.30581271, -76.63705304)",39.30581271,-76.63705304
4009,2121A022A,440 S CATON AVE,IRVINGTON,8.0,SOUTHWESTERN,"(39.27885942, -76.67229266)",39.27885942,-76.67229266
4010,1161 016,1231 N CENTRAL AVE,OLIVER,12.0,EASTERN,"(39.30481431, -76.60021334)",39.30481431,-76.60021334
4011,1098 001,1701 ENSOR ST,OLIVER,12.0,EASTERN,"(39.30952145, -76.60378209)",39.30952145,-76.60378209
4012,3815 079,410 E 22 1/2 ST,BARCLAY,12.0,EASTERN,"(39.31509918, -76.61045258)",39.31509918,-76.61045258
4013,0018 025,0,EASTERWOOD,7.0,WESTERN,"(39.30538329, -76.64978763)",39.30538329,-76.64978763
4014,2849 106,0,WINDSOR HILLS,6.0,NORTHWESTERN,"(39.31961176, -76.68534242)",39.31961176,-76.68534242
4015,1151 027,1317 N BOND ST,OLIVER,12.0,EASTERN,"(39.30568233, -76.59637898)",39.30568233,-76.59637898
4016,2407 042,0,NORTHWEST COMMUNITY ACTION,7.0,SOUTHWESTERN,"(39.30854081, -76.66629516)",39.30854081,-76.66629516
4017,0338 071,555 BRUNT CT,UPTON,11.0,CENTRAL,"(39.30432644, -76.63422088)",39.30432644,-76.63422088
4018,0076 001,901 N STRICKER ST,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.29906733, -76.64124478)",39.29906733,-76.64124478
4019,1104 071,1718 BRENTWOOD AVE,GREENMOUNT WEST,12.0,EASTERN,"(39.30959742, -76.61023503)",39.30959742,-76.61023503
4020,3680 038,0,WYMAN PARK,14.0,NORTHERN,"(39.33349934, -76.62632862)",39.33349934,-76.62632862
4021,0117 002,502 N PULASKI ST,MIDTOWN-EDMONDSON,9.0,WESTERN,"(39.29383436, -76.65063772)",39.29383436,-76.65063772
4022,7223 007B,0,CURTIS BAY,10.0,SOUTHERN,"(39.22543239, -76.58970161)",39.22543239,-76.58970161
4023,1452 002,1802 N GAY ST,BROADWAY EAST,12.0,EASTERN,"(39.31137593, -76.58569065)",39.31137593,-76.58569065
4024,4004 022,1912 KENNEDY AVE,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31236406, -76.60449514)",39.31236406,-76.60449514
4025,1451 080,1703 N COLLINGTON AVE,BROADWAY EAST,12.0,EASTERN,"(39.31041817, -76.58712764)",39.31041817,-76.58712764
4026,0409 022,109 E LAFAYETTE AVE,CHARLES NORTH,12.0,CENTRAL,"(39.30968082, -76.61448609)",39.30968082,-76.61448609
4027,0187 060,934 W FAYETTE ST,POPPLETON,9.0,WESTERN,"(39.29010942, -76.63340927)",39.29010942,-76.63340927
4028,5134 025,0,BELVEDERE,4.0,NORTHERN,"(39.36374987, -76.60726295)",39.36374987,-76.60726295
4029,5165 108,0,WINSTON-GOVANS,4.0,NORTHERN,"(39.35207326, -76.60768005)",39.35207326,-76.60768005
4030,0300B053,1416 SCHOOL ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30591257, -76.64134477)",39.30591257,-76.64134477
4031,0396 064,1332 ETTING ST,UPTON,11.0,CENTRAL,"(39.30210182, -76.62992115)",39.30210182,-76.62992115
4032,8476 001,0,WEST FOREST PARK,8.0,NORTHWESTERN,"(39.31768529, -76.69369213)",39.31768529,-76.69369213
4033,0195 072,17 N VINCENT ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.2889849, -76.64298341)",39.2889849,-76.64298341
4034,0818 027,829 W OSTEND ST,CARROLL - CAMDEN INDUSTRIAL AREA,10.0,SOUTHERN,"(39.2780568, -76.62941325)",39.2780568,-76.62941325
4035,7703B031,0,MORRELL PARK,10.0,SOUTHWESTERN,"(39.26527559, -76.66113219)",39.26527559,-76.66113219
4036,0089 002,1304 W LANVALE ST,HARLEM PARK,9.0,WESTERN,"(39.29806501, -76.63916968)",39.29806501,-76.63916968
4037,7360 027,3200 REMLEY ST,FAIRFIELD AREA,10.0,SOUTHERN,"(39.23968736, -76.57912806)",39.23968736,-76.57912806
4038,1782 020A,0,FELLS POINT,1.0,SOUTHEASTERN,"(39.28502508, -76.58952174)",39.28502508,-76.58952174
4039,2141 035,2660 DULANY ST,MILLHILL,9.0,SOUTHWESTERN,"(39.2799563, -76.65803075)",39.2799563,-76.65803075
4040,5263 113,0,CAMERON VILLAGE,4.0,NORTHERN,"(39.35467321, -76.59668454)",39.35467321,-76.59668454
4041,6874 005,0,CANTON INDUSTRIAL AREA,1.0,SOUTHEASTERN,"(39.26169386, -76.55125297)",39.26169386,-76.55125297
4042,0308 080,2128 ETTING ST,DRUID HEIGHTS,7.0,CENTRAL,"(39.30831026, -76.63771412)",39.30831026,-76.63771412
4043,6990 008,0,HOLABIRD INDUSTRIAL PARK,1.0,SOUTHEASTERN,"(39.25613775, -76.52995715)",39.25613775,-76.52995715
4044,8393N025,4975 WETHEREDSVILLE ROAD,WAKEFIELD,8.0,SOUTHWESTERN,"(39.31434301, -76.70185558)",39.31434301,-76.70185558
4045,1029 060,1810 OLIVE ST,SOUTH BALTIMORE,11.0,SOUTHERN,"(39.26902239, -76.61454195)",39.26902239,-76.61454195
4046,0065 047,1002 N CARROLLTON AVE,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30035449, -76.63761128)",39.30035449,-76.63761128
4047,6874A010,0,CANTON INDUSTRIAL AREA,1.0,SOUTHEASTERN,"(39.26591298, -76.54357634)",39.26591298,-76.54357634
4048,0021 108,1528 N BRUCE ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30595302, -76.64561711)",39.30595302,-76.64561711
4049,0126 045,513 N CAREY ST,HARLEM PARK,9.0,WESTERN,"(39.2945699, -76.63817224)",39.2945699,-76.63817224
4050,0431 014,1108 ARGYLE AVE,UPTON,11.0,CENTRAL,"(39.29796766, -76.62987786)",39.29796766,-76.62987786
4051,5514A004A,0,TAYLOR HEIGHTS,2.0,NORTHEASTERN,"(39.36560326, -76.53130918)",39.36560326,-76.53130918
4052,2323 029P,0,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30704201, -76.65323133)",39.30704201,-76.65323133
4053,3806 062,2004 BARCLAY ST,BARCLAY,12.0,EASTERN,"(39.31283694, -76.61129376)",39.31283694,-76.61129376
4054,1452 023,1823 N PATTERSON PARK AVE,BROADWAY EAST,12.0,EASTERN,"(39.31197698, -76.58571054)",39.31197698,-76.58571054
4055,0066 022,1007 N CARROLLTON AVE,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30054587, -76.63716976)",39.30054587,-76.63716976
4056,1517 072,1301 N WASHINGTON ST,BROADWAY EAST,13.0,EASTERN,"(39.30585858, -76.58980853)",39.30585858,-76.58980853
4057,0694 004,220 LIGHT ST,DOWNTOWN WEST,11.0,CENTRAL,"(39.28547807, -76.61414355)",39.28547807,-76.61414355
4058,3058 023,3408 MONDAWMIN AVE,HANLON-LONGWOOD,7.0,NORTHWESTERN,"(39.31550557, -76.67497212)",39.31550557,-76.67497212
4059,4652H039,5802 LOCHLEA ROAD,MOUNT WASHINGTON,5.0,NORTHERN,"(39.36679317, -76.65583315)",39.36679317,-76.65583315
4060,3357I002,0,WOODBERRY,6.0,NORTHERN,"(39.33871954, -76.65526861)",39.33871954,-76.65526861
4061,4724 004,0,MOUNT WASHINGTON,5.0,NORTHERN,"(39.35676532, -76.66868667)",39.35676532,-76.66868667
4062,1690 004,207 N MONTFORD AVE,PATTERSON PLACE,13.0,SOUTHEASTERN,"(39.29480687, -76.58321263)",39.29480687,-76.58321263
4063,3400 107,1908 RETREAT ST,PENN NORTH,7.0,WESTERN,"(39.31067644, -76.64446718)",39.31067644,-76.64446718
4064,1152 002,318 E BIDDLE ST,JOHNSTON SQUARE,12.0,EASTERN,"(39.30379971, -76.61061273)",39.30379971,-76.61061273
4065,1146 052,0,OLIVER,12.0,EASTERN,"(39.30699204, -76.60164305)",39.30699204,-76.60164305
4066,1380 043,1105 E LOMBARD ST,JONESTOWN,12.0,SOUTHEASTERN,"(39.28940903, -76.60141008)",39.28940903,-76.60141008
4067,0279 098,302 S PARRISH ST,NEW SOUTHWEST/MOUNT CLARE,9.0,SOUTHERN,"(39.28410087, -76.6416103)",39.28410087,-76.6416103
4068,3675 042,0,ROLAND PARK,14.0,NORTHERN,"(39.33551742, -76.62771712)",39.33551742,-76.62771712
4069,1516 066,1307 N CHAPEL ST,BROADWAY EAST,13.0,EASTERN,"(39.30589726, -76.59054994)",39.30589726,-76.59054994
4070,3390B092,3441 WOODBERRY AVE,WOODBERRY,7.0,NORTHERN,"(39.33029934, -76.64673605)",39.33029934,-76.64673605
4071,0276 080,327 S BRUCE ST,NEW SOUTHWEST/MOUNT CLARE,9.0,SOUTHERN,"(39.28358082, -76.64408302)",39.28358082,-76.64408302
4072,2113 024A,0,GWYNNS FALLS,10.0,SOUTHWESTERN,"(39.27571241, -76.6699178)",39.27571241,-76.6699178
4073,3575 064,3858 QUARRY AVE,HAMPDEN,7.0,NORTHERN,"(39.33503706, -76.63771934)",39.33503706,-76.63771934
4074,4916D017,0,HOES HEIGHTS,7.0,NORTHERN,"(39.34184277, -76.63790525)",39.34184277,-76.63790525
4075,7958 034,4403 COLBORNE ROAD,ROGNEL HEIGHTS,8.0,SOUTHWESTERN,"(39.29471418, -76.69003391)",39.29471418,-76.69003391
4076,3459 033C,833 WHITELOCK ST,RESERVOIR HILL,7.0,CENTRAL,"(39.31417799, -76.63315194)",39.31417799,-76.63315194
